"result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9"
0.999930759910071,0.999829817691557,0.800651068221609,0.999592357883864,0.913842937895533,0.907581077812519,0.915563819430046,0.930429843991332,0.929748143484777
1,0.943201678136917,0.99905248799902,0.799447039666671,0.998167312087249,0.940644823194203,0.965317854922776,0.899997046504005,0.99828386455157
0.99986151982064,0.957528668271938,0.999499413837656,0.999520366291854,0.914115828319918,0.964174817578638,0.935487685062086,0.946310511130671,0.922892727341122
1,0.988770839345301,0.998711716362606,0.999447408230032,0.882625035014976,0.907843976900464,0.998131335670301,0.962828433323015,0.899072400945702
1,0.99457052829253,0.798685563997747,0.99981005304698,0.905129329247682,0.886426083314367,0.936148591789967,0.917881045670772,0.914257603304874
0.999861730444161,0.942954445645206,0.800097432833261,0.999526497800085,0.85434152188196,0.947212787183421,0.931317665908305,0.928938606960444,0.907214475837872
0.999792394729063,0.999448312077425,0.999321521270704,0.887524005751569,0.92830889371817,0.997252615328627,0.96000538625661,0.967302019999777,0.967829182888902
0.999930814999391,0.953082641199306,0.999957904543512,0.999419918802301,0.928239151639844,0.912957686575397,0.99920212291847,0.998477962784828,0.977652616349328
1,0.943421286177883,0.998716297473167,0.791481792844361,0.906907234936207,0.868329725756394,0.934541157350781,0.947455887626447,0.951738331278177
0.999861538994745,0.941631506307273,0.999514877761655,0.887182672751328,0.928827137326065,0.883226141910066,0.900558679997506,0.951091990108498,0.946114989265161
1,1,0.99966446065725,0.999681185745318,0.999375034767169,0.863267230418988,0.965654950669764,0.998704448568908,0.915886623135481
1,0.999136131817475,0.998844604546994,0.887450029781478,0.911869170019418,0.94503062237855,0.89472045953352,0.929905765269035,0.934866947981652
1,0.992915696283806,0.999669628462893,0.88593553495007,0.999646551871033,0.946248950144239,0.999209567000991,0.924270782028339,0.934568137178838
1,0.984558510923278,0.999921568610596,0.999195866096716,0.882282369811423,0.881827943058801,0.93527167868561,0.893745390330451,0.956332740086023
