"result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9"
0.999900192794155,0.996896170038293,0.996879279208619,0.998578323930097,0.66148831291168,0.618725808830016,0.532204961646145,0.991548836674154,0.585715060042337
1,0.998717793189057,0.995923907048947,0.997504470373912,0.651106081352659,0.540920510984925,0.756533864270275,0.426627755851003,0.714162429596605
0.999900296810555,0.988070619143723,0.997945879699459,0.596611056907493,0.508482849434635,0.540870055903156,0.465360762987022,0.499984837194587,0.57124252823053
1,0.861808417589816,0.997041846991487,0.990457741847008,0.992219929575264,0.582044698489953,0.98781157376664,0.6882821885809,0.532662653500955
1,0.991051558670251,0.507714601010312,0.595451254592276,0.613139432571879,0.533752343102093,0.427457593646973,0.541660458899385,0.878749859380069
1,0.864678176919818,0.50892101044836,0.998224002661947,0.64792318677999,0.991576687326263,0.653152621007242,0.642259766291058,0.543664878849056
0.99990045693715,0.853501604474658,0.996078373037109,0.595932564706994,0.469998653482849,0.58174231757702,0.813217653037409,0.542960267917977,0.383422615790281
1,0.999539531752779,0.994961727691942,0.4476539357934,0.998779646501564,0.785655079124113,0.546349053619005,0.628107909224974,0.507079468632213
1,0.985342909534436,0.99779614331571,0.596739331710983,0.616016758835936,0.83769600862815,0.534147693111538,0.551588574388615,0.609938253468319
0.999900524621727,0.996398821503449,0.997660710518604,0.997829518675701,0.613633404438664,0.996625549611306,0.625608827030115,0.991738463652951,0.612581780921979
1,0.856508055186356,0.996859214127894,0.997998647974487,0.615378813949674,0.554340150948392,0.668136742505688,0.556462076399315,0.483926467697037
1,0.857915539508578,0.999105125775041,0.998843851101251,0.999018157864371,0.584790984108298,0.518795465092674,0.555493251261586,0.649906061087251
0.999900292812879,0.860370171216206,0.509319376613967,0.599061502329776,0.654563049811177,0.788108425692119,0.980085352934919,0.649601613857526,0.585514273554843
1,0.862396607254682,0.510218796108969,0.994123004500536,0.446517149995574,0.449255489999319,0.924575714211594,0.988730806989522,0.936095652391624
0.99990024099401,0.997932942413985,0.509452012073558,0.596235834093582,0.994424336830467,0.411011475565584,0.609843952869923,0.460965234404609,0.630129372840908
1,0.866599932143983,0.998761949064484,0.44914894007198,0.612331643956624,0.469293150404957,0.552259350928104,0.54329694860647,0.607817068704245
1,0.857861362060991,0.999839556672365,0.449091249017356,0.505705829301964,0.74158552710009,0.606072686995785,0.853570891065342,0.468176305347577
0.999900133204097,0.997073768470313,0.99569207285244,0.601723943478305,0.615807713542423,0.625010798462206,0.630265301747172,0.515937522852141,0.604779366743177
0.999900361388994,0.859918629975009,0.5060402188733,0.995516454095768,0.510614627470049,0.470535598544978,0.606639240617374,0.689297782630399,0.659288105046344
1,0.998919788393717,0.510340869251849,0.998815497324616,0.998165662066582,0.470483933756627,0.621244783447245,0.682947266013726,0.624065843608635
1,0.860173609698788,0.509749111802397,0.597178763196572,0.611527294376176,0.932678689739928,0.628156721816377,0.5124348692557,0.499734452325148
0.999900144939477,0.850784741248758,0.997350908224413,0.996591528226648,0.612638505187461,0.794907777407651,0.627710800026171,0.596358194254097,0.803892268986192
0.99980213708832,0.997998607270845,0.507074069313464,0.597422674484148,0.45155060351962,0.467054538808171,0.80291988493528,0.538860275575687,0.46745315145871
1,0.858491104328365,0.508597343337909,0.995859763404471,0.610531232676396,0.454690516736012,0.472767279163731,0.567602394252661,0.428764595303199
0.99990073073864,0.999846481006062,0.997625035367179,0.598508611284621,0.436659945932225,0.620462803773158,0.989070292403982,0.458544262039646,0.556756277786899
0.999900678413896,0.865351485769567,0.510988176057042,0.593660539915106,0.620692522662029,0.519433876432376,0.565396770566186,0.653491388141967,0.574204307038147
1,0.998563268993907,0.995571394341692,0.599575520857654,0.615448457249266,0.420065908244034,0.549554874903869,0.985532479921702,0.541380527131407
0.99990032705876,0.974363151029502,0.998592760759107,0.598510662566446,0.612969124240859,0.465905171480681,0.547692853164779,0.521260030892816,0.62507615443103
1,0.999331320054619,0.999337505942208,0.594469226543973,0.655781303697179,0.510909113278319,0.57665773171838,0.401765796769835,0.540656029830306
1,0.97182921301231,0.509994230218312,0.998703550450437,0.567677316513982,0.846383089762876,0.989343204016995,0.502845751362836,0.769024739955176
0.999800783484007,0.977836039484522,0.998115774922756,0.997810985563513,0.609848503191429,0.992734494582004,0.537222347060243,0.592664428712869,0.505491983510947
0.999900121048601,0.882773151548626,0.505994264524598,0.997454399850709,0.469297449880379,0.579012500534702,0.659615663706716,0.538306842938233,0.510341433793207
0.999900660723204,0.855534142891572,0.511320853030027,0.998583839611557,0.606625350890803,0.60348534088655,0.805257805704807,0.73873416422521,0.541621068288601
1,0.999896129886154,0.996068659794482,0.997876878177511,0.648765340502178,0.699877079814221,0.481169578655569,0.49785220501324,0.770174243593558
1,0.856965751081782,0.994596974742846,0.593687895798969,0.453784089379048,0.521473281656986,0.536605694362326,0.492081489228303,0.465971812849168
0.999900260827326,0.869516801289637,0.998911464694131,0.998117388545351,0.9960979469068,0.566015153301351,0.635428320612603,0.520822637662193,0.435894262435896
0.999900509394588,0.872211510935038,0.998759003924278,0.595010957162018,0.50685710400969,0.702842653204687,0.995607387296031,0.46966069660571,0.528526283136743
1,0.981800545017045,0.998142462934688,0.999199581728173,0.511161397953857,0.464312267607071,0.554648232740152,0.556822030511753,0.40953377191249
0.999900963797471,0.864022661905679,0.507830873413203,0.996196481545351,0.509651540163389,0.994768768234522,0.654194726642538,0.65456723991171,0.624288790907856
1,0.989561063172662,0.995027508409431,0.99851273190986,0.998781693012124,0.71643942944341,0.982203520443661,0.740458902768319,0.51281061649401
1,0.9940339407742,0.997326637388437,0.997846512997179,0.637275794571879,0.601193859740002,0.660674808456962,0.540452511861971,0.521297611622403
